task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,359,e26a3af2.json,test,1,15,15,15,15,img/tasks/e26a3af2_test_input_1.png,img/tasks/e26a3af2_test_output_1.png,|611511111111111|141191111511111|511141111111111|722226292242422|229212223228272|252256622232522|222222222262822|188888988888888|888818888878889|888888888848888|888888885888188|444444734444424|447444444484444|331933333333333|863383333333333|,|111111111111111|111111111111111|111111111111111|222222222222222|222222222222222|222222222222222|222222222222222|888888888888888|888888888888888|888888888888888|888888888888888|444444444444444|444444444444444|333333333333333|333333333333333|
training,360,e3497940.json,train,1,10,9,10,4,img/tasks/e3497940_train_input_1.png,img/tasks/e3497940_train_output_1.png,|000050000|000050000|000450000|000454400|003350000|000350000|000353330|000350000|000050000|000050000|,|0000|0000|0004|0044|0033|0003|0333|0003|0000|0000|
training,360,e3497940.json,train,2,10,9,10,4,img/tasks/e3497940_train_input_2.png,img/tasks/e3497940_train_output_2.png,|000050000|000250000|000252600|000250000|000252220|006656000|000250000|022052000|000250000|000050000|,|0000|0002|0062|0002|0222|0066|0002|0222|0002|0000|
training,360,e3497940.json,train,3,10,9,10,4,img/tasks/e3497940_train_input_3.png,img/tasks/e3497940_train_output_3.png,|000050000|000057000|000850000|000850000|078850000|000058800|000850000|000850000|000058700|000050000|,|0000|0007|0008|0008|0788|0088|0008|0008|0078|0000|
training,360,e3497940.json,test,1,10,9,10,4,img/tasks/e3497940_test_input_1.png,img/tasks/e3497940_test_output_1.png,|000050000|000150000|000151000|011151116|000656600|000051110|000150000|000151600|000056000|000050000|,|0000|0001|0001|6111|0066|0111|0001|0061|0006|0000|
training,361,e40b9e2f.json,train,1,10,10,10,10,img/tasks/e40b9e2f_train_input_1.png,img/tasks/e40b9e2f_train_output_1.png,|0000000000|0000000000|0000000000|0000700000|0004740000|0007470000|0004740000|0000004000|0000000000|0000000000|,|0000000000|0000000000|0000000000|0040704000|0004740000|0077477000|0004740000|0040704000|0000000000|0000000000|
training,361,e40b9e2f.json,train,2,10,10,10,10,img/tasks/e40b9e2f_train_input_2.png,img/tasks/e40b9e2f_train_output_2.png,|0000000000|0000000000|0000000000|0300000000|0066000000|0066000000|0006000000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0000000000|0360300000|0066600000|0666000000|0306300000|0000000000|0000000000|0000000000|
training,361,e40b9e2f.json,train,3,10,10,10,10,img/tasks/e40b9e2f_train_input_3.png,img/tasks/e40b9e2f_train_output_3.png,|0000000000|0000000000|0000009000|0008880000|0008880000|0008880000|0000000000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0090009000|0008880000|0008880000|0008880000|0090009000|0000000000|0000000000|0000000000|
training,361,e40b9e2f.json,test,1,10,10,10,10,img/tasks/e40b9e2f_test_input_1.png,img/tasks/e40b9e2f_test_output_1.png,|0000000000|0000000000|0000200000|0333230000|0002320000|0333230000|0000000000|0000000000|0000000000|0000000000|,|0000000000|0003030000|0003230000|0333233300|0022322000|0333233300|0003230000|0003030000|0000000000|0000000000|
training,362,e48d4e1a.json,train,1,10,10,10,10,img/tasks/e48d4e1a_train_input_1.png,img/tasks/e48d4e1a_train_output_1.png,|0002000005|0002000005|0002000000|0002000000|0002000000|0002000000|2222222222|0002000000|0002000000|0002000000|,|0200000000|0200000000|0200000000|0200000000|0200000000|0200000000|0200000000|0200000000|2222222222|0200000000|
training,362,e48d4e1a.json,train,2,10,10,10,10,img/tasks/e48d4e1a_train_input_2.png,img/tasks/e48d4e1a_train_output_2.png,|0004000005|0004000005|0004000005|4444444444|0004000000|0004000000|0004000000|0004000000|0004000000|0004000000|,|4000000000|4000000000|4000000000|4000000000|4000000000|4000000000|4444444444|4000000000|4000000000|4000000000|
training,362,e48d4e1a.json,train,3,10,10,10,10,img/tasks/e48d4e1a_train_input_3.png,img/tasks/e48d4e1a_train_output_3.png,|0000006005|0000006005|0000006005|0000006000|6666666666|0000006000|0000006000|0000006000|0000006000|0000006000|,|0006000000|0006000000|0006000000|0006000000|0006000000|0006000000|0006000000|6666666666|0006000000|0006000000|
training,362,e48d4e1a.json,train,4,10,10,10,10,img/tasks/e48d4e1a_train_input_4.png,img/tasks/e48d4e1a_train_output_4.png,|0000300005|0000300000|3333333333|0000300000|0000300000|0000300000|0000300000|0000300000|0000300000|0000300000|,|0003000000|0003000000|0003000000|3333333333|0003000000|0003000000|0003000000|0003000000|0003000000|0003000000|
training,362,e48d4e1a.json,test,1,10,10,10,10,img/tasks/e48d4e1a_test_input_1.png,img/tasks/e48d4e1a_test_output_1.png,|0000080005|0000080005|0000080000|8888888888|0000080000|0000080000|0000080000|0000080000|0000080000|0000080000|,|0008000000|0008000000|0008000000|0008000000|0008000000|8888888888|0008000000|0008000000|0008000000|0008000000|
training,363,e5062a87.json,train,1,10,10,10,10,img/tasks/e5062a87_train_input_1.png,img/tasks/e5062a87_train_output_1.png,|0555002555|0500025205|0550002050|5055550505|5000050050|5505550055|0000000500|0505500005|5005005055|0005500550|,|0555002555|0500025225|0550002252|5055550525|5000050050|5505550255|0200002520|2525502205|5205025255|0005502550|
training,363,e5062a87.json,train,2,10,10,10,10,img/tasks/e5062a87_train_input_2.png,img/tasks/e5062a87_train_output_2.png,|0555500505|5050000555|5555505005|5055500055|5555005055|5222250000|0555555055|0055500550|5055050505|5505055555|,|0555500505|5050000555|5555505005|5055500055|5555005055|5222252222|0555555055|0055500550|5055050505|5505055555|
training,363,e5062a87.json,train,3,10,10,10,10,img/tasks/e5062a87_train_input_3.png,img/tasks/e5062a87_train_output_3.png,|5555055555|5555055505|5050550555|5050550055|5000055505|5550505005|0500505555|5550005250|0555505250|5000005225|,|5555055555|5555055505|5252550555|5252550055|5222255505|5552505005|0502505555|5552205250|0555505250|5000005225|
training,363,e5062a87.json,test,1,10,10,10,10,img/tasks/e5062a87_test_input_1.png,img/tasks/e5062a87_test_output_1.png,|0555055550|5550555505|0055550500|0055550555|0055522005|5500022555|0055022555|0555555000|5500555000|5050500500|,|0555055550|5550555505|2255550500|2255550555|2255522005|5500022555|0055022555|0555555022|5500555022|5050500522|
training,364,e509e548.json,train,1,19,21,19,21,img/tasks/e509e548_train_input_1.png,img/tasks/e509e548_train_output_1.png,|000000000000000003300|000000000000000000300|000000000000000000300|000300300000000000000|000333300000333000000|000300000000300000000|000000000000300000000|000000000000333000000|000000000000000000000|033000000000000000000|030000000000000033000|030000000000000003000|030000000000000033000|333300333330000000000|000000300000000000000|000000300000000333000|000000000000000303000|003000000000000303000|033000000000000003000|,|000000000000000001100|000000000000000000100|000000000000000000100|000200200000000000000|000222200000666000000|000200000000600000000|000000000000600000000|000000000000666000000|000000000000000000000|022000000000000000000|020000000000000066000|020000000000000006000|020000000000000066000|222200111110000000000|000000100000000000000|000000100000000666000|000000000000000606000|001000000000000606000|011000000000000006000|
training,364,e509e548.json,train,2,10,11,10,11,img/tasks/e509e548_train_input_2.png,img/tasks/e509e548_train_output_2.png,|33300000000|00300033330|00300030030|00000030030|00000030030|00000000000|33333000000|00300000000|00300000000|00333000000|,|11100000000|00100066660|00100060060|00000060060|00000060060|00000000000|22222000000|00200000000|00200000000|00222000000|
training,364,e509e548.json,train,3,14,12,14,12,img/tasks/e509e548_train_input_3.png,img/tasks/e509e548_train_output_3.png,|000000000000|030000000300|030000000333|030003000000|033333000000|000000000000|000000000000|000000030000|000003330000|000003030000|000003030000|333000000000|003000000303|000000000333|,|000000000000|060000000100|060000000111|060006000000|066666000000|000000000000|000000000000|000000020000|000002220000|000002020000|000002020000|111000000000|001000000606|000000000666|
training,364,e509e548.json,test,1,14,16,14,16,img/tasks/e509e548_test_input_1.png,img/tasks/e509e548_test_output_1.png,|0303000000003000|0303000000003000|0333000000003330|0000000000003030|0000003300000030|0000003000000000|0003333300333000|0000000000003000|0000000003333000|0000000000000000|0000000000030000|0333333000030000|0000003000033300|0000003000000000|,|0606000000002000|0606000000002000|0666000000002220|0000000000002020|0000002200000020|0000002000000000|0002222200666000|0000000000006000|0000000006666000|0000000000000000|0000000000010000|0111111000010000|0000001000011100|0000001000000000|
training,365,e50d258f.json,train,1,10,10,5,4,img/tasks/e50d258f_train_input_1.png,img/tasks/e50d258f_train_output_1.png,|0000008888|0888808228|0818808888|0882808218|0888808888|0000000000|0008888880|0008882880|0008281880|0008188880|,|8888|8228|8888|8218|8888|
training,365,e50d258f.json,train,2,10,10,3,3,img/tasks/e50d258f_train_input_2.png,img/tasks/e50d258f_train_output_2.png,|1118000000|1811018818|8281081828|1118088881|8188081282|0000088818|0000011818|0822081182|0221000000|0218000000|,|822|221|218|
training,365,e50d258f.json,train,3,10,10,6,4,img/tasks/e50d258f_train_input_3.png,img/tasks/e50d258f_train_output_3.png,|2888000000|8818000000|1888000000|8882001882|8281008818|8188008288|0000008881|0000001888|0000008818|0000000000|,|2888|8818|1888|8882|8281|8188|
training,365,e50d258f.json,test,1,10,10,6,3,img/tasks/e50d258f_test_input_1.png,img/tasks/e50d258f_test_output_1.png,|2888000000|8818002810|1281008880|8888002180|0000008820|0000002810|0128201880|0881800000|0128100000|0000000000|,|281|888|218|882|281|188|
training,366,e6721834.json,train,1,30,17,15,17,img/tasks/e6721834_train_input_1.png,img/tasks/e6721834_train_output_1.png,|88888888888888888|88888888888888888|88888888888888888|88888888888888888|88111211188888888|88121112188888888|88888888888888888|88113188888888888|88131188881112188|88111188881212188|88131188881211188|88113188888888888|88888888888888888|88888888888888888|88888888888888888|00000000000000000|00000000000200000|00000000020002000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00003000000000000|00030000000000000|00000000000000000|00030000000000000|00003000000000000|00000000000000000|,|00000000000000000|00000000111211100|00000000121112100|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00000000000000000|00113100000000000|00131100000000000|00111100000000000|00131100000000000|00113100000000000|00000000000000000|
training,366,e6721834.json,train,2,11,20,11,10,img/tasks/e6721834_train_input_2.png,img/tasks/e6721834_train_output_2.png,|66666666661111111111|66666666661111181811|66333666661111111111|66838666661111111111|66333666661111111111|66333666661111111111|66666666661111211111|66666666661121111111|66663332661111111111|66663233661111111111|66663333661111111111|,|1111133311|1111183811|1111133311|1111133311|1111111111|1111111111|1333211111|1323311111|1333311111|1111111111|1111111111|
training,366,e6721834.json,train,3,10,16,10,8,img/tasks/e6721834_train_input_3.png,img/tasks/e6721834_train_output_3.png,|4444444488888888|4444444481118888|4444244482118888|4444444481118888|4444244482118888|4444444488888888|4444444488888888|4444444488116888|4464444488111888|4444444488888888|,|44444444|44441114|44442114|44441114|44442114|44444444|44444444|44444444|11644444|11144444|
training,366,e6721834.json,test,1,24,12,12,12,img/tasks/e6721834_test_input_1.png,img/tasks/e6721834_test_output_1.png,|444444444444|444444444444|444444444444|444444414444|444444441444|444444444444|444144444444|414444444444|444144444444|444444444444|444444444444|444444444444|222222222222|222222222222|222222222222|222888882222|222888182222|222888812222|222222222222|288222222222|218222881882|288222188882|288222881882|222222222222|,|444444444444|444444444444|444488888444|444488818444|444488881444|444444444444|488188444444|418888444444|488188444444|444444444444|444444444444|444444444444|
training,367,e73095fd.json,train,1,12,19,12,19,img/tasks/e73095fd_train_input_1.png,img/tasks/e73095fd_train_output_1.png,|0000000000000500055|5500055550000500050|0555550055555555550|5500050050000500050|0000050050000500055|0000050050055550000|0000050050050050000|0000055550050055555|0000005000055550000|0000005000000500000|0000005000000500000|0000005000000500000|,|0000000000000500055|5500055550000500054|4555554455555555554|5500054450000500054|0000054450000500055|0000054450055550000|0000054450054450000|0000055550054455555|0000005000055550000|0000005000000500000|0000005000000500000|0000005000000500000|
training,367,e73095fd.json,train,2,13,16,13,16,img/tasks/e73095fd_train_input_2.png,img/tasks/e73095fd_train_output_2.png,|0000050000050000|0000050000050000|0000050000050000|0000050000050000|0005555500050055|0005000500050050|0005000555555550|0005000500000050|0005555500000055|0000050000000000|0000050000000000|5555550000000000|0000050000000000|,|0000050000050000|0000050000050000|0000050000050000|0000050000050000|0005555500050055|0005444500050054|0005444555555554|0005444500000054|0005555500000055|0000050000000000|0000050000000000|5555550000000000|0000050000000000|
training,367,e73095fd.json,train,3,15,17,15,17,img/tasks/e73095fd_train_input_3.png,img/tasks/e73095fd_train_output_3.png,|00000500000000000|00000500000555550|55555555555500050|00000500000500055|00055550000500050|55550050000555550|00050050000050000|00050050000050000|00055550000050000|00000500000050000|00000500005555000|55555555555005000|00000500005005000|00000500005555000|00000500000050000|,|00000500000000000|00000500000555550|55555555555544450|00000500000544455|00055550000544450|55554450000555550|00054450000050000|00054450000050000|00055550000050000|00000500000050000|00000500005555000|55555555555445000|00000500005445000|00000500005555000|00000500000050000|
training,367,e73095fd.json,test,1,16,18,16,18,img/tasks/e73095fd_test_input_1.png,img/tasks/e73095fd_test_output_1.png,|000000050000000000|000000050000000000|555000050000000000|005555555555555555|555000050000005000|000000050000005000|000000050000005000|000000050000055550|000005555500050050|555555000555550055|050005000500050050|050005555500055550|050000050000000000|555000050000000000|505000050000000000|555000050000000000|,|000000050000000000|000000050000000000|555000050000000000|445555555555555555|555000050000005000|000000050000005000|000000050000005000|000000050000055550|000005555500054450|555555444555554455|050005444500054450|050005555500055550|050000050000000000|555000050000000000|545000050000000000|555000050000000000|
training,368,e76a88a6.json,train,1,10,10,10,10,img/tasks/e76a88a6_train_input_1.png,img/tasks/e76a88a6_train_output_1.png,|0000000000|0222000000|0244000000|0444000000|0000005550|0000005550|0000005550|0055500000|0055500000|0055500000|,|0000000000|0222000000|0244000000|0444000000|0000002220|0000002440|0000004440|0022200000|0024400000|0044400000|
training,368,e76a88a6.json,train,2,10,10,10,10,img/tasks/e76a88a6_train_input_2.png,img/tasks/e76a88a6_train_output_2.png,|0000005555|0666605555|0886805555|0688800000|0000000000|0000555500|0000555500|0000555500|0000000000|0000000000|,|0000006666|0666608868|0886806888|0688800000|0000000000|0000666600|0000886800|0000688800|0000000000|0000000000|
training,368,e76a88a6.json,test,1,10,10,10,10,img/tasks/e76a88a6_test_input_1.png,img/tasks/e76a88a6_test_output_1.png,|0444000000|0144005550|0141005550|0111005550|0000005550|0055500000|0055500555|0055500555|0055500555|0000000555|,|0444000000|0144004440|0141001440|0111001410|0000001110|0044400000|0014400444|0014100144|0011100141|0000000111|
training,369,e8593010.json,train,1,10,10,10,10,img/tasks/e8593010_train_input_1.png,img/tasks/e8593010_train_output_1.png,|5555055505|0055555555|0555550050|5505555050|5555005555|0505555050|0555005550|5555555555|5555555550|0555555050|,|5555355535|1155555555|1555551152|5535555152|5555225555|2535555352|2555225552|5555555555|5555555552|3555555352|
training,369,e8593010.json,train,2,10,10,10,10,img/tasks/e8593010_train_input_2.png,img/tasks/e8593010_train_output_2.png,|5555500555|0050555550|5555505005|5055505555|5555555505|5555055555|0055050050|5555555055|0555550550|0055555505|,|5555522555|2253555553|5555525225|5355525555|5555555535|5555255555|2255251153|5555555155|1555553553|1155555535|
training,369,e8593010.json,train,3,10,10,10,10,img/tasks/e8593010_train_input_3.png,img/tasks/e8593010_train_output_3.png,|0055055505|5500555505|5050505505|5055055555|5550055050|5505555050|5505505555|5550555555|5055505055|5505555555|,|2255355515|5511555515|5251535515|5255155555|5551155252|5525555252|5525535555|5553555555|5355535355|5535555555|
training,369,e8593010.json,test,1,10,10,10,10,img/tasks/e8593010_test_input_1.png,img/tasks/e8593010_test_output_1.png,|0555550055|5550550505|5505555505|5005555555|0555550555|0550550500|5505555505|5505555550|0055550555|5555050050|,|3555551155|5553551525|5515555525|5115555555|2555552555|2553552511|5525555515|5525555553|2255551555|5555351153|
training,370,e8dc4411.json,train,1,12,14,12,14,img/tasks/e8dc4411_train_input_1.png,img/tasks/e8dc4411_train_output_1.png,|88888888888888|88888888888888|88888888888888|88880888888888|88808088888888|88880828888888|88888888888888|88888888888888|88888888888888|88888888888888|88888888888888|88888888888888|,|88888888888888|88888888888888|88888888888888|88880888888888|88808088888888|88880828888888|88888282888888|88888828288888|88888882828888|88888888282888|88888888828288|88888888882828|
training,370,e8dc4411.json,train,2,13,15,13,15,img/tasks/e8dc4411_train_input_2.png,img/tasks/e8dc4411_train_output_2.png,|111111111111111|111111111111111|111111111111111|111111111111111|111111111111111|111111011111111|111110001111111|111131011111111|111111111111111|111111111111111|111111111111111|111111111111111|111111111111111|,|111111111111111|111111111111111|111111111111111|111111111111111|111111111111111|111111011111111|111110001111111|111131011111111|111333111111111|113131111111111|133311111111111|313111111111111|331111111111111|
training,370,e8dc4411.json,train,3,12,16,12,16,img/tasks/e8dc4411_train_input_3.png,img/tasks/e8dc4411_train_output_3.png,|4444444444444444|4444444444444444|4444444444444444|4444444444444444|4444444444484444|4444440040044444|4444440040044444|4444444404444444|4444440040044444|4444440040044444|4444444444444444|4444444444444444|,|4444444444488488|4444444444488488|4444444444444844|4444444444488488|4444444444488488|4444440040044444|4444440040044444|4444444404444444|4444440040044444|4444440040044444|4444444444444444|4444444444444444|
training,370,e8dc4411.json,test,1,18,16,18,16,img/tasks/e8dc4411_test_input_1.png,img/tasks/e8dc4411_test_output_1.png,|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3336333333333333|3333030333333333|3333303333333333|3333030333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|,|6333333333333333|3333333333333333|6333333333333333|3636333333333333|3363333333333333|3636333333333333|3333030333333333|3333303333333333|3333030333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|3333333333333333|
training,371,e9614598.json,train,1,10,10,10,10,img/tasks/e9614598_train_input_1.png,img/tasks/e9614598_train_output_1.png,|0000000000|0000000000|0000000000|0000000000|0100000100|0000000000|0000000000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0000000000|0000300000|0103330100|0000300000|0000000000|0000000000|0000000000|0000000000|
training,371,e9614598.json,train,2,10,10,10,10,img/tasks/e9614598_train_input_2.png,img/tasks/e9614598_train_output_2.png,|0001000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0001000000|0000000000|,|0001000000|0000000000|0000000000|0003000000|0033300000|0003000000|0000000000|0000000000|0001000000|0000000000|
training,371,e9614598.json,test,1,12,12,12,12,img/tasks/e9614598_test_input_1.png,img/tasks/e9614598_test_output_1.png,|000000000000|000000000000|000000000000|010000000001|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|,|000000000000|000000000000|000000300000|010003330001|000000300000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|
training,371,e9614598.json,test,2,10,6,10,6,img/tasks/e9614598_test_input_2.png,img/tasks/e9614598_test_output_2.png,|000100|000000|000000|000000|000000|000000|000100|000000|000000|000000|,|000100|000000|000300|003330|000300|000000|000100|000000|000000|000000|
training,372,e98196ab.json,train,1,11,11,5,11,img/tasks/e98196ab_train_input_1.png,img/tasks/e98196ab_train_output_1.png,|00000800000|00000000000|00080008000|00000000000|08000000080|55555555555|00000000000|00001010000|00000000000|00100000100|10000000001|,|00000800000|00001010000|00080008000|00100000100|18000000081|
training,372,e98196ab.json,train,2,11,11,5,11,img/tasks/e98196ab_train_input_2.png,img/tasks/e98196ab_train_output_2.png,|03000300030|00000000000|00030000300|00000000000|03000000000|55555555555|00000000007|70000000700|00707000000|00000000000|70000070007|,|03000300037|70000000700|00737000300|00000000000|73000070007|
training,372,e98196ab.json,train,3,11,11,5,11,img/tasks/e98196ab_train_input_3.png,img/tasks/e98196ab_train_output_3.png,|00000000000|01011010010|00000010000|00101001000|00000000001|55555555555|20000200002|00000000000|00000000000|00000000000|20002000200|,|20000200002|01011010010|00000010000|00101001000|20002000201|
training,372,e98196ab.json,test,1,11,11,5,11,img/tasks/e98196ab_test_input_1.png,img/tasks/e98196ab_test_output_1.png,|00000000007|00770000700|00000070000|07070000007|00000070000|55555555555|60006060000|00000000006|60006000006|00000000060|60060000000|,|60006060007|00770000706|60006070006|07070000067|60060070000|
training,373,e9afcf9a.json,train,1,2,6,2,6,img/tasks/e9afcf9a_train_input_1.png,img/tasks/e9afcf9a_train_output_1.png,|333333|999999|,|393939|939393|
training,373,e9afcf9a.json,train,2,2,6,2,6,img/tasks/e9afcf9a_train_input_2.png,img/tasks/e9afcf9a_train_output_2.png,|444444|888888|,|484848|848484|
training,373,e9afcf9a.json,test,1,2,6,2,6,img/tasks/e9afcf9a_test_input_1.png,img/tasks/e9afcf9a_test_output_1.png,|666666|222222|,|626262|262626|
training,374,ea32f347.json,train,1,10,10,10,10,img/tasks/ea32f347_train_input_1.png,img/tasks/ea32f347_train_output_1.png,|0000000000|0500000000|0500500000|0500500000|0500500500|0500500500|0500500500|0000000000|0000000000|0000000000|,|0000000000|0100000000|0100400000|0100400000|0100400200|0100400200|0100400200|0000000000|0000000000|0000000000|
training,374,ea32f347.json,train,2,10,10,10,10,img/tasks/ea32f347_train_input_2.png,img/tasks/ea32f347_train_output_2.png,|0000000000|0000500000|0000500000|0500500000|0500500000|0500500500|0500500500|0000000000|0000000000|0000000000|,|0000000000|0000100000|0000100000|0400100000|0400100000|0400100200|0400100200|0000000000|0000000000|0000000000|
training,374,ea32f347.json,train,3,10,10,10,10,img/tasks/ea32f347_train_input_3.png,img/tasks/ea32f347_train_output_3.png,|0000000000|0000000000|5555550000|0000000500|0000000500|0000000500|0000000500|0055500500|0000000000|0000000000|,|0000000000|0000000000|1111110000|0000000400|0000000400|0000000400|0000000400|0022200400|0000000000|0000000000|
training,374,ea32f347.json,train,4,10,10,10,10,img/tasks/ea32f347_train_input_4.png,img/tasks/ea32f347_train_output_4.png,|0000000000|0000000500|0555500500|0000000500|0000000500|0555550500|0000000500|0000000500|0000000000|0000000000|,|0000000000|0000000100|0222200100|0000000100|0000000100|0444440100|0000000100|0000000100|0000000000|0000000000|
training,374,ea32f347.json,test,1,10,10,10,10,img/tasks/ea32f347_test_input_1.png,img/tasks/ea32f347_test_output_1.png,|0000000000|0005000000|0005000000|0005000000|0000000000|0000555555|0000000000|0000000000|5555500000|0000000000|,|0000000000|0002000000|0002000000|0002000000|0000000000|0000111111|0000000000|0000000000|4444400000|0000000000|
training,375,ea786f4a.json,train,1,3,3,3,3,img/tasks/ea786f4a_train_input_1.png,img/tasks/ea786f4a_train_output_1.png,|111|101|111|,|010|101|010|
training,375,ea786f4a.json,train,2,5,5,5,5,img/tasks/ea786f4a_train_input_2.png,img/tasks/ea786f4a_train_output_2.png,|22222|22222|22022|22222|22222|,|02220|20202|22022|20202|02220|
training,375,ea786f4a.json,train,3,7,7,7,7,img/tasks/ea786f4a_train_input_3.png,img/tasks/ea786f4a_train_output_3.png,|3333333|3333333|3333333|3330333|3333333|3333333|3333333|,|0333330|3033303|3303033|3330333|3303033|3033303|0333330|
training,375,ea786f4a.json,test,1,11,11,11,11,img/tasks/ea786f4a_test_input_1.png,img/tasks/ea786f4a_test_output_1.png,|66666666666|66666666666|66666666666|66666666666|66666666666|66666066666|66666666666|66666666666|66666666666|66666666666|66666666666|,|06666666660|60666666606|66066666066|66606660666|66660606666|66666066666|66660606666|66606660666|66066666066|60666666606|06666666660|
training,376,eb281b96.json,train,1,3,17,9,17,img/tasks/eb281b96_train_input_1.png,img/tasks/eb281b96_train_output_1.png,|00800080008000800|08080808080808080|80008000800080008|,|00800080008000800|08080808080808080|80008000800080008|08080808080808080|00800080008000800|08080808080808080|80008000800080008|08080808080808080|00800080008000800|
training,376,eb281b96.json,train,2,4,17,13,17,img/tasks/eb281b96_train_input_2.png,img/tasks/eb281b96_train_output_2.png,|00200020002000200|02020202020202020|02020202020202020|20002000200020002|,|00200020002000200|02020202020202020|02020202020202020|20002000200020002|02020202020202020|02020202020202020|00200020002000200|02020202020202020|02020202020202020|20002000200020002|02020202020202020|02020202020202020|00200020002000200|
training,376,eb281b96.json,test,1,5,17,17,17,img/tasks/eb281b96_test_input_1.png,img/tasks/eb281b96_test_output_1.png,|00300030003000300|03030303030303030|03030303030303030|03030303030303030|30003000300030003|,|00300030003000300|03030303030303030|03030303030303030|03030303030303030|30003000300030003|03030303030303030|03030303030303030|03030303030303030|00300030003000300|03030303030303030|03030303030303030|03030303030303030|30003000300030003|03030303030303030|03030303030303030|03030303030303030|00300030003000300|
training,377,eb5a1d5d.json,train,1,23,27,5,5,img/tasks/eb5a1d5d_train_input_1.png,img/tasks/eb5a1d5d_train_output_1.png,|888888888888888888888888888|888888888888888888888888888|888333333333333333333888888|888333333333333333333888888|888333333333333333333888888|888333333333333333333888888|888333333333333333333888888|888333333333333333333888888|888333333333333333333888888|888333222222333333333888888|888333222222333333333888888|888333222222333333333888888|888333222222333333333888888|888333222222333333333888888|888333222222333333333888888|888333333333333333333888888|888333333333333333333888888|888333333333333333333888888|888888888888888888888888888|888888888888888888888888888|888888888888888888888888888|888888888888888888888888888|888888888888888888888888888|,|88888|83338|83238|83338|88888|
training,377,eb5a1d5d.json,train,2,22,25,3,3,img/tasks/eb5a1d5d_train_input_2.png,img/tasks/eb5a1d5d_train_output_2.png,|5555555555555555555555555|5555555555555555555555555|5555555555555555555555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555666666666666666555555|5555555555555555555555555|5555555555555555555555555|5555555555555555555555555|5555555555555555555555555|5555555555555555555555555|5555555555555555555555555|,|555|565|555|
training,377,eb5a1d5d.json,train,3,21,22,7,7,img/tasks/eb5a1d5d_train_input_3.png,img/tasks/eb5a1d5d_train_output_3.png,|3333333333333333333333|3333333333333333333333|3333333333333333333333|3338888888888888833333|3338888888888888833333|3338822222222288833333|3338822211111288833333|3338822211111288833333|3338822211111288833333|3338822222222288833333|3338822222222288833333|3338822222222288833333|3338822222222288833333|3338822222222288833333|3338888888888888833333|3338888888888888833333|3338888888888888833333|3333333333333333333333|3333333333333333333333|3333333333333333333333|3333333333333333333333|,|3333333|3888883|3822283|3821283|3822283|3888883|3333333|
training,377,eb5a1d5d.json,test,1,26,27,9,9,img/tasks/eb5a1d5d_test_input_1.png,img/tasks/eb5a1d5d_test_output_1.png,|222222222222222222222222222|222222222222222222222222222|222222222222222222222222222|222222222222222222222222222|222222222222222222222222222|222111111111111111111112222|222111111111111111111112222|222111333333333333331112222|222111333333333333331112222|222111333333333333331112222|222111333888888888331112222|222111333888222288331112222|222111333888222288331112222|222111333888222288331112222|222111333888222288331112222|222111333888888888331112222|222111333888888888331112222|222111333333333333331112222|222111333333333333331112222|222111333333333333331112222|222111333333333333331112222|222111111111111111111112222|222111111111111111111112222|222111111111111111111112222|222222222222222222222222222|222222222222222222222222222|,|222222222|211111112|213333312|213888312|213828312|213888312|213333312|211111112|222222222|
training,378,ec883f72.json,train,1,6,6,6,6,img/tasks/ec883f72_train_input_1.png,img/tasks/ec883f72_train_output_1.png,|330900|330900|000900|999900|000000|000000|,|330900|330900|000900|999900|000030|000003|
training,378,ec883f72.json,train,2,8,8,8,8,img/tasks/ec883f72_train_input_2.png,img/tasks/ec883f72_train_output_2.png,|00806080|00800080|00888880|00000000|00000000|00000000|00000000|00000000|,|00806080|00800080|00888880|06000006|60000000|00000000|00000000|00000000|
training,378,ec883f72.json,train,3,9,9,9,9,img/tasks/ec883f72_train_input_3.png,img/tasks/ec883f72_train_output_3.png,|000000000|000000000|000000000|000000000|000000000|044444400|040000400|040220400|040220400|,|000000000|000000000|000000000|000000002|200000020|044444400|040000400|040220400|040220400|
